global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
786.5263281083222	n/a	n/a	618623.6648075602	885.1121622721354	n/a	783423.5398020549	n/a	740.8819446339327	n/a	n/a	548906.0558845577	764.4883307026707	607.0733095730922	n/a	n/a	n/a	n/a	-0.1963283603	-0.0251683083	0.10846693	-0.0545165879	0.0392679406	-0.018784482	0.0138467581	-0.1962773618	-0.048302902	0.234991119	-0.0630889359	0.3329796679	-0.1322569724	0.2745860416	-0.024698201	0.1089016864	-0.0423693054	0.0010592726	-0.0382815447	0.0411255096	-0.0331822199	0.0001019696	-0.0525504496	0.0772701947	-0.1835836588	0.0143510153	-0.0679223284	0.0396904791	-0.0180063571	0.0383613599	-0.0335762371	-0.0098224261	0.0467376797	0.1013952907	-0.1528176411	-0.2540650466	0.1354951822	-0.024828953	0.0611876284	-0.0537887894	0.0355204099	-0.0175251858	0.0192287218	-0.0307057234	0.0992708005	-0.2140618365	0.1670863425	-0.0004275731	0.0388121495	-0.0216177877	0.0400650974	-0.1605830514	0.2256331747	-0.0192351751	-0.0448915547	-0.0126194256	0.1320284722	-0.0609491785	0.1323940937	-0.0974174247	0.0150141317	-0.1494107607	0.003941625	-0.0098157165	0.1478045247	-0.0002549137	0.0959757673	-0.0788019156	0.1545136819	-0.08296381	0.1513429562	-0.1124586773	0.0977785818	-0.0192453461	0.1262177014	-0.0009775988	-0.1139252765	0.0498762557	0.1561451084	0.1560591586	-0.0083882236561407	n/a	n/a	7.036229610543844e-05	0.0445580187470824	n/a	n/a	0.0019854170346653	-0.0053235162389029	n/a	2.8339825145862883e-05	n/a	0.000591141168857	n/a	n/a	3.494478815176202e-07	-0.0009692199650706	n/a	9.393873406914552e-07	n/a	-0.000741214041792	n/a	5.493982557496327e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
783.3687565287336	-3.157571579588648	9.97025828022595	613666.6087053743	874.5740509895281	-10.538111282607248	764879.7706642337	111.05178940461415	740.5431256462546	-0.3388189876781098	0.1147983064112191	548404.1209419244	763.4017914811955	584.3829361708589	1.435034	23.467813	0.139658416488409	0.0581785643992538	-0.0467556874	-0.0664655085	-0.2206796648	-0.1718938	-0.0242617278	-0.0064600813	-0.0038784188	0.1629275088	0.1108056461	0.2081211551	0.0426423745	-0.1072436706	0.0705692389	0.1724314009	-0.0358844512	-0.1174809525	0.1913258188	-0.048042056	0.0919603694	-0.040240225	-0.07519988	0.1795202906	0.1454124621	0.0526873296	-0.1311283092	0.060524107	-0.0805861318	-0.1440826954	0.1226767189	0.1038664816	-0.0015246085	0.0649580245	0.0408966573	-0.0561381394	0.1140489278	0.0113513789	0.2128195483	0.0346623212	0.1566133216	0.1166836965	-0.1347003963	0.0393633068	-0.12258021	-0.084408643	-0.0084107519	-0.0305068152	0.2477359325	0.0835356949	0.1833973795	-0.0502638216	0.0095352295	-0.0690327172	-0.0985521793	0.2409426948	0.0626507573	0.1621047754	0.0246215543	-0.0292017593	0.0167414672	-0.2023572506	-0.0340310481	0.1192483723	-0.0217624133	-0.0247325865	0.0018672089	0.0034180688	-0.027721991	0.1330798113	-0.0115184576	0.0525774611	0.347558879	-0.0506445041	0.3519593633	0.0242803402	-0.0170396026	-0.1877707658	0.0288409077	-9.03981e-05	0.155915944	0.1551433414	-0.0366433416141944	-0.0282551179580537	0.0007983516908235	0.0013427344846545	0.0261857082786889	-0.0183723104683935	0.000337541791947	0.0006856913180565	0.0174296916767389	0.0227532079156418	0.0003037941519461	0.0005177084704524	0.0009659648815319	0.0003748237126749	1.40492815583396e-07	9.330881523529376e-07	-0.0001307651242141	0.0008384548408565	1.7099517710729e-08	7.030065201556989e-07	-0.000548936992397	0.000192277049395	3.01331821621864e-07	3.6970463724047295e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.1219756083909	0.7532190796573559	0.5673389819598743	614847.272632006	873.9669167039085	-0.6071342856196225	763818.1714929366	0.3686120407748493	741.3903482773725	0.8472226311179156	0.7177861866783637	549659.6485188437	764.2378057435501	580.4218740869862	1.461641	23.902939	0.1250412355951213	0.050390571755624	0.1577367668	-0.0663242736	0.1123082961	0.1082024205	0.0894425251	-0.0138951146	-0.0591296427	0.0896242112	0.1891892586	-0.1928894396	-0.0034317871	-0.0562577858	-0.0631973745	-0.0487233958	-0.0960495272	-0.2182493557	-0.1027713854	-0.0362540098	0.0080060294	0.0922824732	0.0060508792	0.013539149	0.0244438131	-0.0806954587	0.0677095947	-0.1482114565	-0.180334891	-0.0898058288	-0.0524537801	-0.1003844824	-0.0242351854	-0.0836270549	0.0975299479	-0.0595081822	0.0204983082	0.1508668724	-0.0879162984	-0.0060242577	0.199657979	-0.1179895979	0.0523565235	0.0224307259	-0.0840645114	0.0507913801	0.0637724948	0.1163942791	-0.1115600759	0.0787237407	0.2215882133	-0.093549426	0.1434922122	-0.0235252843	-0.0180264728	0.0450294934	-0.0518959778	-0.0573896867	-0.1890050188	0.0223018212	-0.0961483305	-0.026460041	0.1843005832	-0.0485898372	0.064622554	-0.0306095477	-0.0651931645	-0.0008542677	0.0117154131	0.1280544259	-0.1639412519	0.2307497263	0.0315420335	0.0800766185	-0.0573194748	0.082836407	-0.1752309879	-0.0468714684	0.0708959102	-0.0786127047	0.1554579513	0.1533170814	-0.0156275011047455	0.0210158405094489	0.0004416655523185	0.0002442187907788	5.582903625622748e-06	-0.0261801253750632	0.000685398964654	3.1168812892991625e-11	-0.0021318876748352	-0.0195615793515741	4.544945058114236e-06	0.0003826553867279	0.0002430440867186	-0.0007229207948133	5.226144755734934e-07	5.907042808887836e-08	0.00011891009871	0.0002496752229241	1.4139611575221944e-08	6.233771694219903e-08	-0.0007420147818403	-0.0001930777894433	5.50585936469508e-07	3.727903277631131e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.6903533126382	0.5683777042472684	0.3230532146853953	615738.950581913	873.6206018480204	-0.3463148558880675	763212.9559732975	0.1199339794087729	741.8837992948644	0.4934510174919069	0.2434939066637982	550391.5716561826	764.1263644054325	587.8743831649307	1.299792	21.256134	0.0716584125248478	0.0346525626857314	-0.1425203703	0.119200102	-0.0743089392	0.0336327056	0.0209175149	-0.0213044261	-0.0611497996	-0.1353863262	-0.0938674878	-0.0574671869	-0.0191457421	-0.0143296319	-0.0224804131	0.0270779616	-0.0113418143	0.1047313433	0.03200255	0.0512936638	0.166069999	0.035190262	-0.0445949082	-0.0437028481	0.0688234919	-0.0196291793	0.0780218807	0.2286101737	-0.0692626591	-0.0646826581	-0.0680670418	-0.1313386801	-0.1183571578	-0.0885496538	0.060784079	0.0014866833	-0.2235134833	-0.0837614354	-0.0728375285	-0.094484186	-0.0507763272	0.1366801367	-0.039669818	-0.0388136342	-0.059149347	-0.0039831755	-0.0504639805	-0.0877616313	-0.0509209467	0.1839621101	0.0868500196	-0.0625835223	-0.0562746965	-0.0826868596	0.0375058257	0.0475802834	-0.0377736186	-0.1214751838	0.0727468011	0.0079784928	0.0248296946	-0.2004863598	0.0422290001	0.0216615673	-0.0401458854	0.0192378683	-0.1928811802	-0.1746026118	-0.0021696026	0.1134208457	0.0449689795	-0.0161817863	-0.03113982	-0.070230183	-0.0851695024	0.2460732869	-0.1774057585	-0.0493812162	-0.0452012615	0.1553250584	0.1547718027	0.1505910958	-0.0179976400193453	-0.0023701389145997	5.617558474500315e-06	0.0003239150462659	0.012114351879731	0.0121087689761053	0.0001466222861166	0.0001467575214659	0.0158705127181235	0.0180024003929587	0.0002518731739361	0.0003240864199083	8.602826001119658e-06	-0.0002344412607174	5.49627047268016e-08	7.400861520554046e-11	0.0004179977758906	0.0002990876771806	1.747221406494883e-07	8.945343864128683e-08	-0.0004920016349147	0.0002500131469256	2.420656087587377e-07	6.250657363564168e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.1585751848364	-0.5317781278017719	0.2827879772083577	614904.6710359127	873.1616710943017	-0.4589307537187324	762411.3038681935	0.2106174367088437	741.7010170431698	-0.1827822516945616	0.033409351534534	550120.3986828725	764.1417666413063	582.174046261366	1.213005	19.836866	0.0972324051969557	0.0483850417434794	0.157341758	-0.0208522711	-0.0103482965	0.0033297026	0.0927991519	0.135669359	0.035869759	-0.0674882053	0.0787441422	-0.0136402724	0.1231953846	-0.0405127861	-0.1054127862	0.0752741952	-0.0573190848	0.0002951761	0.0922830602	-0.1477581051	-0.1399572275	0.1384164527	-0.0172080301	0.0773164328	-0.045518087	-0.183129166	0.1467363078	0.0743758968	0.0579115617	-0.0380097804	0.0621773918	0.0290928356	-0.0405541042	0.0881401587	0.0586175438	0.0280887425	-0.0085522801	-0.0191971483	0.0629569378	0.1771715497	0.0772159062	-0.0003863936	0.126232753	-0.1109066995	-0.1314853336	0.0261710475	0.0628898339	-0.0022812282	-0.1348451912	0.0247015633	-0.0552604565	0.2422437283	-0.1079031501	-0.1176503949	0.0095417778	0.0177471184	0.0494565188	0.0195923667	0.0667823185	0.1122718555	-0.1863706199	-0.0836956102	0.1400798869	-0.0371890633	0.0166011107	-0.0769316372	-0.1701885468	-0.1168455437	0.0528583199	-0.1080204257	0.0219215509	0.0568861349	0.1064310344	0.0148542408	-0.1606725857	-0.025207427	-0.1291937121	-0.2230411894	0.0134748342	-0.1315137404	0.1538585052	0.1469813818	-0.0253280815870482	-0.0073304415677029	5.373537357750658e-05	0.0006415117168801	0.0350975004757998	0.0229831485960688	0.0005282251193889	0.0012318345396487	0.0386455756226666	0.0227750629045431	0.0014934805152072	0.0005187034903058	-0.0003659406630164	-0.0003745434890175	1.402828251654169e-07	1.3391256884888245e-07	0.0001596357527728	-0.0002583620231178	2.5483573563338523e-08	6.675093498952264e-08	-0.0007419711653522	-0.0002499695304375	5.505212102141018e-07	6.248476614714428e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
783.270677235848	-0.8878979489884387	0.7883627678178761	613512.953817504	877.4322000277244	4.2705289334227245	769887.2656454926	18.237417371200632	740.658071899414	-1.0429451437557873	1.0877345728837795	548574.3794697576	764.247045160338	588.0180788335874	1.236615	20.222969	0.0878819944868748	0.0525338027776233	-0.0664093358	-0.135596508	-0.0247469579	-0.0076792064	0.020230154	-0.1001595945	-0.0047722365	0.1176671593	0.0533906961	0.0793887375	-0.1836122175	-0.0038620466	0.0481622796	0.216878911	0.0810722623	-0.1413815814	0.0130509875	0.0179796274	0.0417919833	0.0493574394	-0.1859478254	0.0637629255	0.0312637797	-0.0918348851	0.0597649508	0.0421837246	0.0945682082	-0.0127571944	-0.0589604598	-0.0579103259	-0.1268334967	-0.1328929449	-0.1985252815	0.0386158104	-0.1363211708	-0.0239244572	0.1746720271	-0.1554547398	0.1587661471	-0.0536904927	-0.0701123783	-0.0582229237	-0.0961849673	-0.0956317106	0.0955997647	0.0929316392	-0.0041736795	-0.0045993285	-0.0191191517	0.1782829669	-0.1059041595	-0.0556906575	-0.0463164665	-0.0627516462	0.1066172849	0.0573822044	-0.0728740277	0.0128623908	0.1509833163	-0.1296651157	0.0709539302	0.0170241828	-0.0372867134	-0.1241441333	-0.1622945945	-0.0833867017	-0.0812252835	-0.168225047	-0.0024615481	0.1472183937	0.058710727	-0.0804788397	0.0325888184	-0.1956920048	0.1017809862	0.0869107427	-0.0612756219	-0.0271777537	0.152719399	0.1425091225	-0.0252450019676189	8.307961942929931e-05	6.902223164517208e-09	0.000637310124345	-0.0087780779428783	-0.0438755784186781	0.0019250663815735	7.705465237124653e-05	0.0467220033028041	0.0080764276801374	0.0021829455926272	6.522868407249118e-05	-0.0001726350241688	0.0001933056388476	3.7367070010278773e-08	2.980285156976216e-08	-0.000363936399778	-0.0005235721525508	1.3244970308337224e-07	2.741277989266782e-07	-0.0007420315493264	-6.038397419995227e-08	5.506108201957376e-07	3.646224340180501e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.2727594574385	1.0020822215905127	1.0041687788277776	615083.7612269851	873.2326604983227	-4.199539529401704	762535.279360979	17.63613225900749	741.3975432452033	0.7394713457892976	0.546817871243435	549670.3171300231	763.5199104344567	584.481030963188	1.242652	20.321701	0.0355929801210849	0.0252128431341955	0.1479807029	0.1508848521	0.0209127002	0.0916448823	-0.0468751331	-0.0247071412	0.0798948183	0.044762288	0.071985449	-0.1335133123	0.1000923469	-0.0320915409	0.0041631954	-0.0749950856	-0.2203190083	-0.1930138688	-0.0618733392	-0.0191924857	0.0048389014	0.0584500429	0.025200325	-0.1491062783	-0.1029005346	-0.1606748208	0.181259983	-0.0435603772	0.0008412845	-0.1131401594	0.023217736	-0.0557380365	-0.0552015585	-0.0913088999	-0.0282451434	0.1623344662	0.0455196949	0.1276876755	-0.1337318241	0.0345102828	0.2009558703	0.066971643	0.1042377098	0.0831959606	0.048649981	-0.0109313703	0.0140846013	0.0807036842	-0.2332350085	0.0059815339	0.1448481667	0.0408810176	-0.0627210252	-0.0153469118	0.0965121813	-0.0051592161	-0.0031696192	-0.0991571438	-0.1312072013	-0.0008877215	-0.1569529521	-0.0679042737	0.0717354646	0.0243869039	-0.0932724255	-0.163528079	-0.1734429489	-0.026375542	-0.0625431234	-0.0861215398	-0.130955739	0.1392862032	-0.0920528785	-0.0404569235	-0.0889404619	0.0589369537	-0.0110701102	0.1828878919	0.0285028774	0.0230361313	0.1513561561	0.1372005631	-0.0249453188387036	0.0002996831289153	8.980997775646465e-08	0.0006222689319645	-0.0085815227329959	0.0001965552098824	3.8633950531914586e-08	7.364253241692542e-05	0.0267270435174111	-0.019994959785393	0.0007143348551815	0.0003997984168194	-3.0575640929215e-05	0.0001420593832395	2.018086836641128e-08	9.348698182322872e-10	-0.0002039885816866	0.0001599478180914	4.1611341458510694e-08	2.5583304512199588e-08	-0.0007420031107195	2.843860690004713e-08	5.505686163174145e-07	8.087543624154085e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.3787047826037	1.1059453251651803	1.2231150622547164	616819.7099260001	872.6573733744648	-0.5752871238579473	761530.8913048201	0.3309552748767492	742.2363937377929	0.8388504925895859	0.7036701489177909	550914.8641888839	764.0600636752816	586.5510159352029	1.281082	20.950159	0.0686685415205199	0.0430442310591056	-0.1931142448	0.0741562001	0.0801899385	0.0177431459	0.0348133272	-0.0053557613	-0.0366978357	-0.2038405375	-0.1645396832	-0.0326394558	-0.0810768234	-0.009097877	-0.0168733919	0.1641288275	0.0878118082	0.160742287	-0.0675396818	0.0943564967	0.0372054641	0.0581195333	0.0916993076	-0.1054035649	0.0325731347	-0.006459104	0.027917019	-0.0663680889	-0.1533270818	-0.0060470325	0.0720698923	0.090033185	-0.1282430903	0.0460556001	0.0436087599	-0.1311053556	-0.0566084212	-0.2000308947	0.0020623346	-0.1857695882	-0.0928141746	-0.0003527112	0.1189250748	-0.0600218932	0.0681351349	-0.019801175	0.0108207216	0.0294260869	-0.0385527958	0.0510544278	-0.0246855279	-0.0294871741	0.057565379	-0.1472573812	0.0641951076	-0.0731709145	-0.0330091102	-0.1261463811	0.0958730249	0.0286995314	0.1826734098	-0.0577044849	0.0482211082	-0.0708523344	-0.004244247	-0.0723794285	-0.1306473491	-0.1055849251	-0.0055130012	-0.1405764889	0.0434151747	0.0544192536	-0.0602768492	-0.0697890908	0.0704715929	-0.0088789534	0.0637930969	0.0843953168	-0.2131555436	-0.0301473935	0.1497707771	0.1310868562	-0.0200417553729437	0.0049035634657598	2.4044934662735234e-05	0.0004016719584289	0.029474929178491	0.0380564519114869	0.0014482935320913	0.000868771450077	0.0279059393676845	0.0011788958502733	0.0007787414519928	1.3897954257918416e-06	9.70590270516801e-05	0.0001276346679808	1.6290608470593328e-08	9.420454732218771e-09	0.0001589641542552	0.0003629527359418	2.5269602338071022e-08	1.31734688527638e-07	-0.0007420083126568	-5.2019373000767805e-09	5.505763360517915e-07	2.7060151673930097e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.9488339379992	0.5701291553955343	0.3250472538320253	617715.5695685006	870.449117886818	-2.2082554876467384	757681.6668299397	4.876392298721934	742.3739803538602	0.137586616067324	0.0189300769208572	551119.1267064337	764.3699908021439	581.1946859064028	1.334273	21.820028	0.0832416626476822	0.0381133538001898	0.0522420723	0.0314675478	-0.0879376093	-0.1071623094	-0.1502095438	0.1814055333	0.0516111785	0.0077033437	-0.0761457619	0.017570227	0.175665944	-0.124826189	-0.0137195166	0.0014829028	-0.0295481512	0.0209654678	0.2019046276	-0.086880414	-0.0555987864	-0.0866940442	0.0871348836	-0.0776897002	0.1080032838	-0.0117994558	0.0170452618	-0.1939840515	-0.1302819799	0.0611604838	0.0702967061	0.0161170354	-0.1212219545	-0.039951597	-0.0958927602	0.067141659	0.2735336217	0.0013170908	0.1015699776	0.1430627158	-0.0734448868	0.1581227957	0.0434868086	0.0537462347	0.0481486388	-0.0763665494	-0.1133630299	0.0815376546	0.0163784226	-0.044640059	0.0264452449	-0.0108521481	0.0751751483	-0.0557908504	-0.0261892904	0.0672614729	0.0119602608	0.1030015211	0.1292893649	-0.0005888001	-0.121927668	-0.0516555983	-0.1041895738	-0.0199714848	-0.0360386975	0.067140453	-0.1171213854	-0.1318982918	-0.0209814915	-0.1159609986	-0.0789313958	-0.0394649618	-0.0279189043	-0.0669778828	0.0791649395	0.0427925566	0.1193761118	0.2426548554	0.2063565038	-0.0408962501	0.1479655889	0.1242038795	-0.0200186302067351	2.312516620860128e-05	5.347733121754343e-10	0.000400745555354	0.0399487763667423	0.0104738471882513	0.0001097014749228	0.0015959047331999	0.0467952059548508	0.0188892665871663	0.0021897913003569	0.000356804392201	0.0006138935568116	0.0005168345297599	2.6711793115215744e-07	3.7686529909479713e-07	-0.0003212031127881	-0.0004801672670433	1.0317143966476489e-07	2.3056060433983178e-07	-0.0006619016353389	8.010667731790004e-05	4.381137748643101e-07	6.417079750914161e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.7553173921027	1.8064834541035	3.263382469949711	620558.4400795324	875.6072477351474	5.158129848329395	766688.0522863199	26.606303532226622	742.9766237146714	0.6026433608111574	0.3631790203297669	552014.2633864525	765.4599781125091	589.4864802545355	1.302212	21.295708	0.1581163976815784	0.0900534917657821	0.0447986195	-0.1267047677	0.1711006559	-0.1434735588	0.0218543347	-0.1291836131	-0.036181952	0.1316773828	-0.1542794468	0.0059503935	0.1208056065	0.0545497823	0.1688314726	-0.0422744739	0.1443543676	-0.1099405949	-0.1829167172	-0.0091046962	-0.0742396766	-0.0846677324	-0.0295782546	-0.0212174022	0.0243616608	0.0831052786	-0.2321935387	-0.1548653204	0.1291066604	-0.0650584246	0.1024198549	0.0404672594	-0.0024324515	0.1476617943	-0.059526999	0.0779413429	-0.0445098456	0.0977756469	0.0904098216	-0.0781323899	-0.1065744481	-0.2132809412	0.0645462612	0.148078167	0.101560455	-0.060566082	0.0450804054	-0.0750102506	0.1348361405	-0.1229721659	0.0290412625	0.0372990407	0.0155603836	0.1152259568	-0.1008662065	-0.0566441611	-0.0705553167	0.2114883695	-0.1087610754	-0.1495758577	0.08212452	0.0452686051	0.039255414	-0.1484653926	-0.1715649738	0.177442326	0.0965302235	-0.0001675785	-0.0448307734	-0.0975709476	0.0744561515	-0.0449072381	-0.0420298212	0.0572980759	-0.0317921213	-0.0057478853	0.1316282976	0.117643642	0.0445270543	0.0697084468	0.1459432408	0.1165920251	0.0001085992795282	0.0201272294862633	0.0004051053667927	1.179380351404412e-08	0.0300774179032288	-0.0098713584635135	9.744371791517964e-05	0.0009046510677254	0.0222391541362441	-0.0245560518186067	0.0004945799766956	0.000602999680918	0.0018468631226967	0.0012329695658851	1.520213950398892e-06	3.410903393977006e-06	-0.0008268048035737	-0.0005056016907856	6.836061832125446e-07	2.556330697252575e-07	-0.0003292377337457	0.0003326639015931	1.0839748532200447e-07	1.1066527142321025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
