global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
795.9485439082174	n/a	n/a	633534.0845496114	898.3808561997606	n/a	807088.162786215	n/a	742.4890433933424	n/a	n/a	551289.9795591607	765.4517710143032	614.243722071657	n/a	n/a	n/a	n/a	-0.1060485334	0.1960798903	-0.0572672846	0.0447284007	-0.108875118	0.0722541606	-0.0360665848	0.0221094503	-0.1277767539	-0.0090918822	0.2990419227	-0.1446782468	0.0639536316	-0.1853783834	-0.1151581707	0.1651217729	-0.1401699064	0.0326361244	-0.0230245777	0.0161130169	-0.0083279158	-0.014854904	0.021524978	-0.0855222168	0.1277919051	-0.0448943806	0.1337737761	-0.0566179839	0.0016655566	-0.0062370239	0.0463700252	-0.0211894408	-0.0266211069	0.1970263203	-0.0268692787	-0.2693135634	-0.1311692165	0.1646815186	-0.0936268782	0.0549671262	-0.0399432837	0.0361553941	-0.003648884	0.0982830415	-0.0646628654	0.1013860108	-0.0146101885	0.0295714413	-0.2046867838	0.219359998	-0.0536496256	0.1003227518	-0.1870601985	0.2192929315	-0.1157335018	-0.0517814782	-0.1484767952	0.0220156674	-0.023417202	0.1317461031	-0.0802704976	0.1204620219	-0.0673575589	0.1313716372	-0.0197164871	0.1703534079	0.0375011051	-0.0322976583	0.1900666266	-0.0506451572	0.0272142529	-0.0049077767	0.2191820836	-0.146340886	0.1768560146	-0.24439474	0.0499101342	-0.1340958086	0.0500215156	0.1561451084	0.1560591586	-0.011901108198046	n/a	n/a	0.0001416363763415	0.0569914268862703	n/a	n/a	0.003248022738533	0.0001920878237058	n/a	3.6897732016030507e-08	n/a	0.0008227895577719	n/a	n/a	6.769826563784789e-07	-0.0008432063815158	n/a	7.109970018289688e-07	n/a	-0.0005001526919806	n/a	2.5015271529544096e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.0492202875355	-2.899323620681912	8.406077457444072	628927.065798668	886.2903989229588	-12.090457276801772	785510.6712230175	146.1791571621689	741.2853351980016	-1.2037081953408233	1.4489134195306617	549503.9481796136	763.6570316265521	609.6237218682064	1.310234	19.690865	0.0514969932083085	0.0314462050424649	-0.0630967966	0.1484773106	0.0242724372	0.0415508297	0.1389649756	0.0239516463	-0.1067435535	-0.2391921485	-0.006364783	-0.2116057885	0.0284147781	0.1302694511	-0.0692880035	-0.0543451964	-0.1439306705	0.1564970626	-0.1579932926	-0.1816455487	-0.0831312186	0.2133994717	0.125710428	-0.0448871804	0.1258691954	-0.0021112705	0.0559022757	0.0202347524	0.0312321511	0.0217601457	0.0508578162	0.0271015654	0.0854122556	-0.1516428501	-0.1120395199	0.1622923994	0.2028568297	0.2821344059	-0.0697366166	0.1584728506	-0.0733936028	-0.0992390739	0.1691308715	-0.0352129655	0.1534649789	0.2690451509	0.0718652962	0.0697983163	-0.067538858	0.0029425708	-0.0004143087	0.0483762636	0.183840768	-0.1018761253	-0.1076812318	-0.1144312958	0.2230818194	-0.0360690624	-0.1018587608	0.0210947441	0.0958749814	0.1432444966	0.0127645862	0.0422145209	-0.0696574448	0.0618622468	-0.0245750598	0.1039895349	-0.0471303412	0.0867227829	0.0706446662	0.0847163558	0.0732499715	-0.1853177975	0.0526192547	-0.0985249155	-0.0409869677	-0.044027503	0.0197386391	0.0351073576	0.0966548117	0.155915944	0.1551433414	-0.0141120073092508	-0.0022108991112047	4.888074879926172e-06	0.0001991487502963	0.0418268523134628	-0.0151645745728074	0.0002299643219742	0.0017494855744522	-0.0049837045753804	-0.0051757923990862	2.4837311294667533e-05	2.6788826958438483e-05	0.0008440491932545	2.1259635482599957e-05	4.5197210085302296e-10	7.124190406335723e-07	-0.0009339084797139	-9.070209819810006e-05	8.72185048481528e-07	8.226870617537786e-09	-0.0009671055008041	-0.0004669528088235	9.352930496855492e-07	2.1804492566815614e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
792.6187019242006	-0.4305183633348406	0.1853460611685098	628244.4066400048	883.6448717062184	-2.6455272167404478	780828.2592926992	6.998814254514458	741.4964828712352	0.2111476732336541	0.0445833399119859	549817.034110412	763.50880715948	606.07397239343	1.432805	21.532921	0.0359802130196648	0.024622710503807	-0.0527934751	-0.0286186209	0.061322099	-0.2309975672	0.0942158061	-0.1977106581	0.0030923882	0.1031410298	-0.0220016796	0.0367105596	-0.1981799122	0.1018232393	-0.2309816346	-0.0117098513	-0.0152062622	0.1845979857	-0.001931927	-0.1785198452	0.0242150264	0.2936066888	0.1275083802	0.0890212148	0.1383671508	-0.0884587181	-0.2273977843	0.0217057405	-0.0575548835	-0.0479227297	0.0046112759	0.033714932	0.0449197559	-0.2166742704	0.1165657211	-0.0801652007	-0.1969713873	0.1231499174	-0.1124936863	-0.037354801	0.0553760829	-0.2166640325	0.0742018908	-0.1788907051	0.2571671935	0.2133494499	0.137213623	0.0648074841	0.1362396284	0.2081288815	0.1147936528	0.0603095166	0.1766737542	0.0003717202	-0.0341034061	-0.0169879663	0.1947591775	-0.0284693683	0.0986286641	0.1149437325	0.0982102917	0.0447223115	0.0191278834	0.0369216468	0.1067328724	0.1796440968	-0.0652655985	-0.1141848991	-0.0738263348	0.1288182774	-0.0526345546	-0.1957383575	-0.2408431236	-0.2676639039	0.0859438337	0.1682082033	-0.1312015656	0.0418043712	-0.1506542571	0.0694219544	0.1015936545	0.1554579513	0.1533170814	-0.0116610757410313	0.0024509315682194	6.007065552094893e-06	0.000135980687438	0.0403854516881097	-0.0014414006253531	2.077635762768322e-06	0.0016309847080526	-0.0169971478325976	-0.0120134432572172	0.0002889030344431	0.0001443228188943	0.0011515961882812	0.0003075469950267	9.458515414995307e-08	1.3261737808637892e-06	-0.0008420560632873	9.185241642660004e-05	7.090584137189054e-07	8.436866403405544e-09	-0.0009650161608799	2.089339924200048e-06	9.31256190759381e-07	4.365341318856262e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.9251780365375	1.306476112336895	1.7068798321069278	630317.1883203478	881.7513867857829	-1.893484920435526	777485.5080986513	3.58528514391673	742.9217359459918	1.425253074756597	2.031346327103134	551932.705741006	764.2755189337124	608.3643094112998	1.37686	20.69215	0.1039164692985593	0.0465635058541698	-0.1114514547	0.1350067511	0.084835701	0.0330139932	-0.1660491813	0.008661487	-0.0254547486	0.1068097597	-0.117159915	0.0158491725	-0.0812071377	0.1270202433	-0.0176498364	-0.1909456363	0.0338142912	0.0729603616	-0.0075876137	-0.1328239833	-0.1326928216	0.0138169018	-0.0321316319	-0.0852608654	-0.0361364194	-0.1929939284	-0.2492126769	-0.0756539522	-0.1643145957	0.1058770741	-0.0201437656	0.1870883132	-0.2151179284	0.1101456166	-0.0021669721	0.0700063335	0.017482026	-0.1092054523	-0.1112242809	-0.0089970202	0.0341883534	-0.0178211669	0.1020877655	-0.0075039669	0.2032206259	-0.1340943349	-0.2242011623	0.1057469064	-0.0197278275	0.1463174167	0.2075242855	-0.1810028302	0.0150789329	0.0302730193	-0.1115941982	-0.0944144617	-0.2036283565	-0.0550230583	0.0292186437	0.071943206	0.0619407234	0.1301046681	0.0149839619	0.1010334022	-0.036038339	-0.1046915106	0.1600706299	-0.002486553	0.111563966	-0.0185987111	0.2021729407	-0.1763390955	-0.2313366435	0.0091225333	0.086569044	0.0698807404	-0.0477773346	-0.0704392465	-0.1178937387	-0.0490040211	-0.0595312896	0.1547718027	0.1505910958	-0.0233064738734469	-0.0116453981324155	0.0001356152976624	0.0005431917244136	0.0640872964123815	0.0237018447242718	0.0005617774433334	0.0041071815614484	-0.0057816967282207	0.0112154511043768	3.342801705711795e-05	0.0001257863434746	0.0009979302517193	-0.0001536659365618	2.3613220059445866e-08	9.958647872965455e-07	-0.0002442845905039	0.0005977714727834	5.967496115765811e-08	3.573307336736351e-07	-0.0005693780634753	0.0003956380974045	3.241913791668828e-07	1.565295041179317e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
794.1869709540355	0.2617929174979281	0.0685355316520769	630732.944833146	882.793194897602	1.041808111819137	779323.8249575156	1.085364141852155	744.3058403567992	1.3841044108073677	1.91574502001641	553991.183989241	765.6379330742205	610.6700029800742	1.197536	17.997175	0.0837607168064305	0.04053086700789	-0.1259498407	0.0058500063	0.1068839997	-0.0069994616	-0.0027860611	0.096236681	-0.1743168173	-0.1086761516	-0.105494882	0.0213813681	-0.0940324602	0.006544054	0.0683219909	-0.078582981	0.1213678921	0.0555984832	0.0187217308	-0.0966929894	0.1158482031	-0.1064520466	0.0218963215	-0.0559868746	-0.0623241737	-0.1888628927	0.1591909022	0.1622214612	-0.0175604688	0.384337576	-0.0958902688	0.1373418691	0.006330005	-0.0617210027	0.0598404129	-0.1729116047	0.1981905181	0.0878563034	-0.1013448306	-0.0933094361	0.0130822231	-0.0697831041	0.0432123489	0.057641085	-0.0562905206	0.046222477	-0.0696072501	0.0892788936	-0.2853667106	-0.2246590069	0.1385199585	-0.1640303234	-0.2037137312	-0.2052792493	0.010308791	-0.09316817	0.0918175735	-0.010011357	0.1016891139	0.0919618242	0.167482153	0.031966914	-0.0133736345	0.0965512211	0.0553895249	0.0135268439	0.0357495514	0.049579891	0.0803735592	-0.0261957272	0.2736481141	0.1100890658	-0.2012064327	-0.1124673544	-0.319776101	-0.1224534945	-0.0828417215	0.0720932996	0.031944231	-0.0286773503	0.0186049558	0.1538585052	0.1469813818	0.0001884573644446	0.0234949312378915	0.0005520117938732	3.5516178213404785e-08	0.0401366681362986	-0.0239506282760829	0.0005736325948191	0.0016109521290833	-0.0164452406986868	-0.010663543970466	0.0002704459416377	0.00011371117001	0.0009319039808785	-6.602627084080004e-05	4.359468441142682e-09	8.684450295771958e-07	-0.000503677812393	-0.0002593932218891	2.536913386969981e-07	6.728484356200788e-08	-0.0003817652897654	0.0001876127737099	1.4574473646965985e-07	3.5198552859122165e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
794.5744861072471	0.3875151532116661	0.150167993968661	631348.6139725959	889.0823796443167	6.289184746714682	790467.4777940009	39.553844778308616	744.1809971021569	-0.1248432546423146	0.0155858382296858	553805.3564479605	766.8264591224066	601.8181566309046	1.310929	19.701307	0.169151339170698	0.0861760642639203	0.0217502104	0.1019281829	0.3042978479	-0.0538134088	-0.03860526	-0.0376522658	0.0716038601	-0.0666124498	-0.0448358229	0.1509302561	0.0884430263	0.1828759083	-0.0767535082	0.1608620827	-0.0045554451	-0.0383374852	0.2450704161	-0.0011358098	-0.1524195298	-0.1557260031	-0.0828874499	-0.1321327889	-0.1513716043	-0.2457529329	0.1373760428	-0.0890405437	0.0325723504	0.0097480673	0.0131526092	-0.1152723461	0.0747323882	-0.0513343896	-0.0644635401	0.0192931263	0.0393312236	0.1173527304	0.047230878	-0.0494969953	0.2270535623	0.1495544744	0.1221649539	0.0425631359	0.0071787578	-0.1590244105	-0.100610649	0.1296329704	-0.1170434557	0.037952394	-0.1688208145	-0.0961491539	-0.0596032067	0.003875201	-0.0012197033	0.0484822367	0.1630016267	0.0658407047	0.1403743591	0.1926194326	-0.0302402177	0.0867663616	-0.2091524904	0.0637167989	0.1298233804	-0.1721672155	0.0151842594	0.0177527796	0.18275429	0.1975282023	-0.061932921	-0.2098178049	-0.065814307	0.064846183	-0.0514476446	-0.3081214598	-0.041668823	0.1089972741	0.2325759804	0.0723620537	0.0413169967	0.152719399	0.1425091225	-0.016944269118909	-0.0171327264833535	0.0002935303167534	0.000287108255974	0.0792694558985545	0.0391327877622559	0.0015313750780457	0.0062836466384528	-0.0627831429682004	-0.0463379022695135	0.0039417230409654	0.0021472011867389	0.0015626869062634	0.0006307829253849	3.978870989571323e-07	2.4419903670070765e-06	-0.0007156796355991	-0.0002120018232061	5.121973408112607e-07	4.49447730427105e-08	-0.0008699389942859	-0.0004881737045205	7.567938537791632e-07	2.383135657852685e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
794.6723825944159	0.0978964871687821	0.0095837221999875	631504.1956582858	884.0790210349022	-5.003358609414477	781595.7154340311	25.033597374401964	743.9624141084975	-0.2185829936594245	0.047778525117116	553480.0736061435	765.8278747333786	622.0659649571945	1.530511	23.001289	0.1075465541690968	0.0591592188080208	-0.2234214493	-0.0174262936	-0.0661586703	0.0388624769	-0.0928137951	0.0627105251	0.1836683487	-0.084792889	-0.0194024251	0.0207469424	-0.1043336843	0.0929981748	0.1608517005	-0.054453139	0.0010395	0.0154418385	0.0193483836	0.0885786047	0.0494883581	0.0042179276	-0.2158014754	-0.049799825	0.2143235355	-0.2089794918	0.0004764961	-0.0342514842	-0.1537186774	-0.2369162304	0.0992646383	-0.0225048902	-0.0022019565	0.0699620633	-0.04490055	-0.1468633402	0.2343725577	-0.0798516414	-0.0346028564	0.0400476998	0.0837599858	-0.0355147495	-0.2061255524	0.1485850739	-0.0609147785	0.044896663	0.0577208912	0.1955418161	-0.0117874324	0.2222100682	0.0202154099	-0.1154550731	0.0350774162	0.0178134827	0.0812926092	-0.0166369755	-0.1671207731	-0.0011763025	-0.0122531313	0.0832954921	-0.1160835072	-0.1724546867	0.0009904585	0.2184147651	-0.051223279	0.021625759	0.054704115	0.2042626643	0.0530973022	0.0606998295	0.0255376281	-0.0906169032	0.1240778218	-0.0311740421	0.1203649333	-0.1097473341	0.0062981698	0.0212520638	0.1797739616	-0.0459303141	-0.0595505711	0.1513561561	0.1372005631	-0.0150242832177838	0.0019199859011251	3.686345860519538e-06	0.0002257290862081	0.067969565507937	-0.0112998903906175	0.0001276875228399	0.0046198618353377	-0.0356737843786163	0.027109358589584	0.001272618891892	0.0007349173231386	0.0009317763500405	-0.0006309105562229	3.980481299534891e-07	8.682071664947964e-07	-0.0010052084460894	-0.0002895288104903	1.0104440200894665e-06	8.382693210392809e-08	-0.0004460319752437	0.0004239070190422	1.9894452293979658e-07	1.7969716079324418e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
793.5873703018806	-1.085012292535339	1.177251674952792	629780.9143026541	892.8877402068563	8.808719171954067	797248.5166117065	77.59353345035115	743.8536700704823	-0.1087440380151747	0.0118252658038457	553318.2824773259	766.5143389903818	602.0556942305834	1.657213	24.905437	0.1093790030211123	0.0499302775291679	0.2230131969	0.0928231847	-0.1251054704	-0.2015573157	0.0026063567	0.0160058036	0.0526556224	0.0012235327	0.056637788	-0.0577926349	0.1964543624	-0.0095951755	-0.0836210279	0.2014576574	0.1362028551	-0.0267115822	-0.0240755134	0.1454493744	-0.0822370301	0.2582586798	0.243454002	0.1303698253	0.0140203955	0.0237675921	0.0456050168	-0.0439235617	-0.1026600943	-0.2367791138	-0.1336446491	-0.1264772513	-0.0990077153	0.1709729413	-0.0408629469	-0.0791819114	0.1124035122	-0.1071818995	0.0237689527	-0.0944695722	-0.1357213315	0.187388422	-0.0481962458	-0.2115016505	0.0793784547	0.2034961952	0.1469776124	-0.1461343093	0.023113075	0.161733259	-0.0197365616	-0.1180958145	-0.1109461991	0.2268515591	0.0292148891	0.1138355463	-0.2220993202	-0.0327998779	-0.1443729234	-0.0656936734	-0.1257658601	0.0088040139	-0.0752777455	-0.1540356545	0.1261041829	0.1726597811	-0.0165167725	-0.0125816164	-0.0396808642	0.0952314042	-0.1228842484	-0.0453579995	0.0547550301	-0.1462669654	0.0211676176	0.0090920235	0.1513385294	-0.0514536953	0.0766893523	0.0625342634	-0.1168712168	0.1497707771	0.1310868562	0.000205873810728	0.0152301570285118	0.0002319576831131	4.238402594366837e-08	0.0426241149725115	-0.0253454505354254	0.0006423918628437	0.0018168151771898	-0.0091108049240062	0.0265629794546101	8.300676636329562e-05	0.000705591877506	0.0005687107942632	-0.0003630655557773	1.3181659779187976e-07	3.2343196751147975e-07	-0.0008002057478411	0.0002050026982483	6.403292388779342e-07	4.202610628908355e-08	-0.0007227720412694	-0.0002767400660257	5.223994236407353e-07	7.658506414390882e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
792.2928458837134	-1.294524418167157	1.675793469231016	627727.9536385137	886.582366590555	-6.305373616301267	786028.2927493093	39.75773644114812	742.5974229010983	-1.2562471693839825	1.5781569505852684	551450.9324993526	765.2143279017664	610.5292374088518	1.566158	23.537006	0.0274210905780762	0.013297282339723	0.0162668927	-0.0117325892	-0.1214207424	0.1540060085	0.1339957763	0.0730387646	0.0072216617	0.3077351725	0.1518752684	-0.1192849441	-0.0969112412	0.0997607911	-0.0324231808	-0.0776669562	-0.1226016065	-0.0652983131	-0.0845631517	-0.1460180399	0.0075929974	-0.093381793	0.1047027588	0.0343064307	-0.0602219075	0.0978861181	-0.008804452	0.0459776007	-0.1408995951	0.0699150786	-0.1341755505	-0.0107634311	0.1259114557	0.3069797592	-0.0720462923	-0.0096471907	-0.1897853431	-0.1494244864	0.091522939	0.1507770504	-0.0556870199	-0.1101293344	0.1515102652	-0.1093558371	-0.0234508903	-0.0325684068	0.007429406	-0.065739055	0.1116659664	-0.0606747698	0.0700649545	-0.2025312675	-0.0538460015	-0.0425168826	0.1385422072	-0.0266611623	-0.097346037	-0.0132600973	-0.0706328376	-0.0141933954	0.1747274493	0.0332300946	0.135204596	-0.0840328831	-0.1565399519	-0.0577602238	0.0017133083	-0.0367701493	-0.1215782148	-0.1234867139	-0.0385958796	-0.0829201576	-0.0509507047	-0.0595269416	-0.0736057021	-0.0523758084	-0.0135045301	-0.0640654714	0.0580716316	0.1721092587	0.0651125299	0.1479655889	0.1242038795	7.069364946232781e-05	-0.0001351801612656	1.827367599981314e-08	4.997592074302481e-09	0.0471049591856456	0.004480844213134	2.0077964862377337e-05	0.0022188771798813	0.0007238413290053	0.0098346462530115	5.23946269576159e-07	9.672026692187312e-05	0.0006001177213325	3.140692706930001e-05	9.863950679363295e-10	3.601412794573121e-07	-0.0009122522527447	-0.0001120465049035	8.3220417263778e-07	1.2554419261112442e-08	-0.0008387270083098	-0.0001159549670404	7.034629944683074e-07	1.3445554381340262e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
791.891107683397	-0.4017382003164584	0.1613935815935069	627091.5264280374	886.5322112155098	-0.0501553750451648	785939.3615226614	0.0025155616459211	743.5810775977977	0.983654696699432	0.9675765623388516	552912.818961502	766.1187438964844	600.8319972523472	1.445383	21.721951	0.0584232827435049	0.0295016066540866	0.0563144368	-0.1888956612	0.0505920447	-0.0821452187	0.0102631508	0.058698877	-0.0437828004	-0.072455804	0.0442939569	0.1115479508	-0.1454891029	0.0627149942	-0.0711723853	0.1337506063	0.032220001	-0.0396806051	0.0585827796	-0.0416550519	0.2186210452	0.0461035751	0.0847191575	-0.0762277552	0.0007079576	0.0847627275	0.2166768623	0.0518951672	0.1096074508	0.1098185621	0.1598541385	0.2312504563	0.206445088	-0.119849827	-0.0524708094	-0.1335388867	0.0377438608	-0.0671551583	0.065839284	-0.1331573573	0.0963559099	-0.0976091961	-0.0675563813	-0.0529748155	-0.0240658615	0.1655641432	-0.0455241075	0.0273041851	-0.0769024506	-0.278216573	-0.0679857706	0.1826838669	0.0476093807	-0.2138343776	0.0677098484	-0.0579872841	0.0430507429	0.012324044	0.1403527723	0.0427175535	0.0268570257	-0.1129998203	-0.0152141438	-0.0659061339	0.0134329445	0.0961769312	0.1314623367	-0.0634767211	-0.0574402749	-0.0176171788	0.0055301113	0.2123703482	0.0545729015	0.03397156	-0.0771655439	0.0149930584	-0.0511155262	0.008257166	0.0401747073	-0.0630119722	0.1403027695	0.1459432408	0.1165920251	7.468246633379749e-05	3.98881687146968e-06	1.5910660034121168e-11	5.577470777698796e-09	0.0428625298660847	-0.0042424293195608	1.799820653146994e-05	0.001837196466521	0.0092967690942629	0.0085729277652576	8.642991559204181e-05	7.349509046832466e-05	0.0009973139744659	0.0003971962531334	1.57764863503212e-07	9.9463516366497e-07	-0.0005218566891647	0.0003903955635799	2.723344040259424e-07	1.5240869606294578e-07	-0.0007142400881869	0.0001244869201229	5.101389035732308e-07	1.5496993281685287e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
