global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
906.918617087154	n/a	n/a	822501.3780192758	835.554853260946	n/a	n/a	698151.912807921	842.6591389356506	n/a	n/a	710074.4244317721	841.4816575204172	707.7177483102549	n/a	n/a	n/a	n/a	-0.2104240855	0.0680101971	-0.0592628622	0.0285273782	-0.0391232708	0.111466457	-0.0120596045	0.0072062636	0.0146806713	-0.3774110117	0.0509302728	-0.1974013514	0.1053349838	-0.1592475667	0.067112687	-0.1506475998	0.1036568168	-0.0339714866	0.204664442	-0.1689900942	0.026237512	-0.1528486516	0.1231994419	0.0665713387	-0.0317944025	0.1378490735	-0.030053487	0.0396652528	-0.0288794542	0.0405349074	-0.0120698275	0.0515965002	-0.2021115989	0.0985547597	-0.000440265	-0.0391485577	0.1486451179	-0.0929640198	0.1066276001	-0.0829401374	0.0736778657	-0.263779481	0.0035766158	-0.1587312165	0.0274160468	0.1319228582	-0.1586781989	0.0359025507	-0.0458789173	0.0296524776	-0.0743181574	0.0466189584	-0.0464544887	0.0089751631	-0.0437205613	0.1251844189	-0.3146015638	0.0342367896	-0.0615380298	0.1121977848	-0.258760258	0.0571948021	-0.0627153262	0.0334483151	0.0449096643	-0.0418932445	0.2100000046	-0.1228064515	0.0100664037	-0.0688418568	0.0812983747	-0.1497975534	0.0269443203	-0.1546076927	0.0201594015	-0.2399301206	0.1649441635	-0.1820159553	0.1388699836	-0.3624032996	0.1561451084	0.1560591586	0.0418008148159856	n/a	n/a	0.0017473081192803	-0.0257514007699768	n/a	0.0006631346416159	n/a	-0.109419294333108	n/a	0.0119725819723553	n/a	-0.0020669698618579	n/a	4.272364409828866e-06	n/a	-0.0007211640004269	n/a	5.200775155117298e-07	n/a	-0.0012932475343082	n/a	n/a	1.6724891849942392e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.0676770985508	-1.8509399886031588	3.4259788414102617	819147.5001285666	823.8613893797071	-11.693463881238811	136.73709754183668	678747.5889106614	841.3640172839707	-1.2951216516798922	1.677340092650052	707893.4095802217	839.3865178938835	690.3806154278741	1.220709	21.343033	0.097209184254268	0.0498715310707905	-0.2940414135	-0.0345358484	-0.003312076	0.0267817963	0.0316234994	-0.0566412384	-0.0104991072	-0.0169891037	-0.0278783451	-0.0962280911	0.2122036058	-0.0802160044	0.1383703654	-0.2018065489	0.0900464692	-0.0507002006	0.20921561	-0.0223564173	0.1108828617	-0.1550032612	0.0427466442	-0.0740892969	0.147743013	-0.0015111246	0.0620767275	0.1146774269	-0.1653360483	-0.0018277019	-0.2070874626	-0.0688077383	-0.1481295906	-0.1345939987	-0.115677089	0.0515732455	-0.0382912753	-0.0425732557	-0.1852697188	-0.2399139429	0.0948057055	0.0140181543	0.0369375586	-0.1233477997	-0.0319763833	-0.1309377792	-0.0394317646	0.1453836242	-0.1000147429	0.0915409452	0.1490841307	0.0538824952	-0.1619695687	-0.0582521793	0.1017514299	-0.1196578489	-0.1597989598	-0.0712448347	-0.2798625522	0.0141982602	0.1774743996	0.0510894274	-0.2391140262	-0.0684893981	-0.0132417571	0.1199919645	0.1736200438	-0.0751583757	0.2613419001	-0.2643738367	0.0127294497	0.1273269687	-0.0310447966	0.0230366254	0.016249711	-0.0395170491	-0.1004667122	0.1348520945	-0.0497510261	0.1515882782	-0.1043832323	0.0680747439	0.155915944	0.1551433414	0.0286822256305612	-0.0131185891854243	0.0001720973822159	0.0008226700671224	-0.0425326364535294	-0.0167812356835526	0.001809025163688	0.0002816098710669	-0.070883461168222	0.038535833164886	0.0050244650671868	0.0014850104377119	-0.0017059457314382	0.0003610241304196	2.910250838612216e-06	1.3033842274530038e-07	-0.0007810302788131	-5.986627838620005e-05	6.100082964228688e-07	3.5839712878140033e-09	-0.001138667418706	0.0001545801156022	2.389501213958951e-08	1.2965634904225853e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.5897726861136	0.5220955875628306	0.2725838025525773	820092.836393687	827.401716383241	3.540327003533889	12.533915291951246	684593.6002739333	842.3329448323691	0.9689275483983693	0.9388205940452742	709524.7899499709	841.3369848497452	696.2516669086788	1.150788	20.12051	0.0602879118608658	0.0296384239656528	-0.2208885881	-0.0212947015	-0.1779942399	-0.0089020077	-0.0967336216	0.0691645826	-0.0183965899	0.0700317522	-0.0361964399	-0.2131320397	0.0914704407	-0.1124163763	0.1481669233	-0.0816459985	0.0262090522	-0.0317080235	0.1580538827	0.0136315469	0.0272714955	-0.2872643287	-0.1615952885	-0.0920002815	0.0178387407	0.0254924878	0.3753263834	0.1928011724	-0.0043748025	-0.1182148728	-0.0823993163	-0.1133227626	0.1159031191	0.0222625597	0.0981811554	-0.1401878045	0.0309806665	-0.0173786281	0.0199809368	-0.1579200723	0.0787787703	0.088874053	0.2927873358	-0.1269942531	-0.0150831298	-0.0720449039	-0.0839994765	-0.1041596598	-0.2312965782	0.0587691433	0.2285162078	-0.1992403214	-0.1027140367	-0.0721163938	0.2202555557	0.0410992345	0.0381597938	0.0236033442	-0.2258423051	0.0612045377	0.2154710338	0.0964506727	-0.2047485432	0.1444408715	-0.1402399604	-0.0954802338	0.0303380233	-0.0648816742	0.1240581434	-0.0344142209	-0.1218122674	-0.0998826824	-0.0583970035	0.0844497075	0.1308200715	0.087195707	0.0054452322	0.0273467334	-0.1375608174	0.2044745418	-0.1473964767	0.0548544172	0.1554579513	0.1533170814	0.0224890042734813	-0.0061932213570798	3.835599077779059e-05	0.0005057553132126	-0.0219111360286063	0.0206215004249231	0.000480097882064	0.0004252462797751	-0.0608265820337692	0.0100568791344528	0.0036998730819108	0.0001011408179249	-0.0019968749323155	-0.0002909292008772	3.9875094953100325e-06	8.463979992310435e-08	-0.0007810410539379	-1.0775124800006461e-08	6.100251279364257e-07	1.1610331445571427e-16	-0.0009612811758199	0.0001773862428861	3.1465879165246496e-08	9.240614989856896e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905.27863642978	-0.3111362563336115	0.0968057700052948	819529.4095761619	826.3583696763293	-1.043346706911734	1.08857235082356	682868.155134121	842.5290484739544	0.1961036415852959	0.0384566382430142	709855.197522427	842.0708097027194	713.7220073541006	1.460852	25.541718	0.1368042430990962	0.0713930620734594	0.0432722603	0.020016774	-0.1508237261	0.0373325419	0.0519817811	0.1981296014	-0.0552990902	0.0726563486	0.0462120381	-0.0008399521	-0.1378539828	-0.0502930919	0.0037895012	-0.1041981033	0.0753612696	-0.1805322732	-0.0935016514	0.1338805443	0.0139309808	-0.1948702622	-0.0446131175	-0.2124368266	-0.0495791849	-0.1717277877	0.0844738344	-0.0907367281	0.09767361	0.0658981129	0.0413201972	0.1425642727	-0.1403314362	-0.0120596351	0.2613978656	-0.0344055889	0.003373963	-0.1918805531	-0.0591472114	0.1088269938	-0.0475402557	0.1148794058	0.1603925907	-0.2186629776	-0.0108572715	-0.0276648779	-0.1477273344	-0.0363091319	0.0832890215	-0.1270196636	0.0548859607	0.1424957445	0.0063094104	-0.1837269362	-0.0053948733	-0.102196025	0.2325307599	-0.1599555403	-0.1135930863	0.250564401	0.0825271761	-0.0683334887	0.0029686813	0.1711951459	-0.0130563671	-0.1128918902	0.1081125914	0.2221564043	0.0364124322	0.212270039	0.2855153698	0.1446245079	0.3347048176	-0.0632946619	-0.0392304726	0.1651446043	-0.1054878222	0.1248660456	-0.0436259443	-0.111688239	-0.1049205597	0.0318605438	0.1547718027	0.1505910958	0.012100232292596	-0.0103887719808853	0.0001079265832708	0.0001464156215347	-0.0033191038742756	0.0185920321543307	1.10164505282313e-05	0.0003456636596276	-0.0866254559103794	-0.0257988738766102	0.007503969611681	0.0006655818933012	-0.0017297652798596	0.0002671096524559	2.9920879234077604e-06	7.13475664351117e-08	0.0004169831085705	0.0011980241625084	1.7387491283311737e-07	1.435261893953953e-06	-0.001136638662601	-0.0001753574867811	3.075024817018367e-08	1.29194744931939e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.3009747327546	-3.977661697025383	15.821792575982847	812343.4470542136	824.7708574473429	-1.587512228986384	2.520195077181317	680246.9672944252	841.7828100548891	-0.7462384190653211	0.5568717780891097	708598.2993039055	840.4360152829078	710.2455081525056	1.720774	30.086229	0.2011683530394997	0.0944395352611902	0.035277649	-0.0250363648	0.042920351	0.0518337311	-0.0028691597	0.1048221301	-0.0462269774	-0.0659344928	0.210643598	0.0764241207	-0.0592542757	-0.1395326636	-0.2208675856	-0.2683700898	-0.0816181331	-0.1234508051	-0.0246241024	-0.0420226133	0.2201991164	-0.1564050196	0.1137184785	-0.2210659801	-0.2036836868	-0.1042195721	-0.4587352978	0.1455708751	-0.0602291498	0.0485525278	0.182968026	0.0858612663	0.2024936467	-0.0422465742	0.1120492923	0.1485671397	-0.0912959365	-0.1983863217	0.0430316318	0.1055985607	0.1367492464	0.0017481624	0.0127056756	-0.3061863251	0.180302714	0.0348494001	-0.1322962778	0.3572051758	0.1512340232	0.0216989867	-0.2278825594	0.0340820021	0.1090233684	0.2070156972	-0.2028676161	0.2338139502	0.0198686529	-0.2512284161	-0.4356613065	0.0364947992	-0.41947748	-0.0898377663	0.4238194751	0.054965259	0.479207598	0.0981691141	-0.1195072075	-0.085768229	-0.0947139833	-0.1224413178	-0.0070402239	0.0825500187	0.00765466	-0.0875732815	0.053644571	0.0982868852	0.1412537141	0.064359756	-0.1145084148	0.0880139486	-0.0493753847	-0.0447265171	0.1538585052	0.1469813818	0.0513191369815615	0.0392189046889655	0.0015381224850021	0.0026336538205322	-0.0703053360978174	-0.0669862322235418	0.004942840283827	0.0044871553075062	-0.1249810118640368	-0.0383555559536574	0.0156202533265585	0.0014711486725141	-0.0022293969802094	-0.0004996317003498	4.970210895366792e-06	2.496318359944324e-07	0.0004160635365446	-9.195720258999506e-07	1.7310886644199975e-07	8.456127108177394e-13	-0.00050503673151	0.000631601931091	3.989209993578804e-07	2.550621001743038e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901.9604962712056	0.6595215384509174	0.4349686596806649	813532.7368337994	823.8633100111707	-0.9075474361721944	0.8236423489027234	678750.7535825623	841.3952436664216	-0.3875663884674623	0.1502077054697118	707945.956064477	841.0170850753784	695.4155450972958	1.820451	31.828993	0.1434209702833363	0.0707803944599666	-0.0698531412	-0.0206233652	0.0024835624	0.1893131445	-0.0778217807	-0.155548359	0.048621625	0.2355474388	0.0057351392	0.170865799	0.1405218352	-0.1162818284	-0.0966640551	-0.0911647447	0.2970699242	-0.0573433763	0.0084877771	-0.1090429445	0.0140370364	-0.067567314	-0.0480041646	0.0518478866	-0.0087381979	-0.1426867826	0.1531056899	-0.0255615586	0.2458160812	-0.3697345303	0.2671814825	-0.03495775	-0.0284376631	0.0974571589	-0.0261455665	0.2685716882	-0.0274609225	0.1214680075	-0.1672534373	-0.0343512325	0.1108429522	0.0438954308	-0.0306250238	-0.0217302452	-0.1050992292	-0.1099008385	-0.2875361521	-0.1623892318	-0.0979551712	-0.0399124936	-0.1284411171	-0.3784641669	0.3311450182	-0.1544912382	-0.1866510004	-0.0915188231	0.0861822174	-0.0534059388	-0.2911298553	-0.0141304642	0.0978580998	0.0036233691	0.1103190399	-0.0231520138	-0.037258405	-0.2834957757	-0.0737373018	-0.0298464654	-0.211099013	0.096671291	-0.1477114042	-0.4394749799	-0.2504420288	0.1405656172	-0.1145921578	-0.2447755532	0.0343116846	-0.1317884504	0.1930648988	-0.071899972	0.1295169445	0.287942175	0.152719399	0.1425091225	0.0464283340937328	-0.0048908028878286	2.3919952887593543e-05	0.0021555902067192	-0.0308608240091388	0.0394445120886786	0.000952390458523	0.0015558695339139	-0.0913865908379278	0.033594421026109	0.0083515089849788	0.0011285851240794	-0.0017162333996473	0.0005131635805621	2.945457082064929e-06	2.633368604153149e-07	0.0004171165641262	1.0530275815999728e-06	1.739862280684463e-07	1.1088670876102877e-12	-0.0013006448089807	-0.0007956080774707	6.329922129366234e-07	1.6916769191284416e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902.3767025228492	0.4162062516436435	0.1732276439072519	814283.7132560107	817.3021819848808	-6.561128026289907	43.048400977366896	667982.8566772472	840.7533945364366	-0.641849129984962	0.4119703056624527	706866.2704245411	839.1715522889168	711.6476953340614	1.849567	32.338058	0.1138464623353052	0.0525690582512027	-0.0126717719	-0.0191211879	0.0579493866	-0.1137674483	-0.0219102621	0.1451417411	0.0065560271	0.0143626399	-0.0795479157	-0.0518645715	-0.0182267381	0.0689763082	0.0595056245	0.0398985362	-0.187349245	-0.1540971131	0.0797458562	0.0484458955	-0.0269219056	0.0033171538	-0.0472346514	-0.1377329273	-0.1190057185	0.066382579	-0.2105690015	-0.0905246429	0.18553694	-0.0974378159	-0.0062300108	0.1707597847	0.0261349648	0.2269024047	0.0316610809	0.0635297705	0.0172631102	0.1431277389	-0.0696098606	-0.0592753892	-0.0982872642	0.0211345124	0.1126459188	-0.1280228415	0.0114081064	0.194789231	0.0758885665	0.0926072225	0.0845861115	-0.2936142344	-0.2215094033	0.0124390586	-0.0462230859	-0.1837232237	0.0165894012	-0.0015918324	0.140890992	0.1087273087	-0.0526434868	0.3032084119	0.0798593198	-0.1219258731	0.076173796	-0.1800742134	-0.0726518408	-0.009422386	0.1210106457	0.0932087848	0.0124161976	0.2428605126	0.1121165435	0.3378997073	-0.0330301362	0.1228239179	-0.1991270862	0.0773053416	0.153618849	-0.0675791737	0.2958239199	-0.1471111997	0.1049806289	0.2011135031	0.1513561561	0.1372005631	0.0184454188527354	-0.0279829152409974	0.0007830435453848	0.0003402334766528	-0.052223399089911	-0.0213625750807722	0.0027272834125041	0.0004563596140816	-0.0915475780276153	-0.0001609871896875	0.0083809590427223	2.591687524348012e-08	-0.0013280383561921	0.0003881950434552	1.7636858755174152e-06	1.506953917631846e-07	-8.49000708300629e-05	-0.0005020166349562	7.2080220269496985e-09	2.5202070177280973e-07	-0.0009040567909152	0.0003965880180655	1.572820560731214e-07	8.173186811998896e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902.7464386381058	0.3697361152566145	0.1367047949250525	814951.1324737833	822.9512598051442	5.649077820263415	31.912080219392053	677248.776014874	839.7386560743965	-1.0147384620401	1.0296941463435072	705161.0105056337	838.2721726202195	702.9040610582932	1.60221	28.013233	0.1614819189937824	0.0863736001228318	-0.056924868	0.0264188079	-0.0122958448	0.001723409	-0.0996495411	0.0668372176	-0.0559831057	-0.0190476608	0.0894776996	-0.1623977711	0.0187191804	0.0334771886	-0.1698155833	-0.1241513829	-0.2784975832	0.2313135515	0.0001601449	-0.1058364375	-0.0060750992	0.0803223421	-0.0099546195	-0.04429779	-0.1817872842	-0.0165513256	0.2168467755	0.0592807347	-0.1889231479	0.1592024384	0.0326377137	-0.031088327	0.1799667212	-0.1015392938	-0.1061031819	-0.1054473654	-0.073263603	0.2329084862	0.0796733769	0.0359748283	0.1009327597	-0.0968210799	0.0253109055	-0.0072247613	0.1075986153	0.1683554527	-0.0495013365	-0.1301622767	0.0125074245	0.0159352143	0.2110311472	-0.0302189405	-0.0692253904	0.2915554453	-0.0225804726	0.3256574105	-0.174232215	0.2208426563	0.0339844266	0.0123877419	-0.2009805267	-0.0134546217	0.0521263329	-0.1219949972	-0.2890685441	-0.0532730058	-0.1256586267	0.0927249615	-0.1587562963	0.0831376586	-0.2804596329	0.1407082739	-0.0020854915	0.0171320541	0.0606577379	-0.0835751195	-0.260942838	-0.1379074104	-0.2937430416	-0.1386427553	-0.1608572046	-0.1061639147	0.1497707771	0.1310868562	0.0186346054362047	0.0001891865834692	3.5791563364785694e-08	0.000347248519763	-0.0217534595310269	0.0304699395588841	0.000473213001568	0.000928417216722	-0.1129396455793312	-0.0213920675517158	0.0127553635435849	0.0004576205541371	0.0001252656175703	0.0014533039737624	1.5691474945268652e-08	2.112092440153583e-06	0.0005069345306052	0.0005918346014352	2.569826183199145e-07	3.502681954560365e-07	-0.0010475327217118	-0.0001434759307966	2.0585342717950773e-08	1.0973248030569316e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
904.4345730908988	1.6881344527929514	2.8497979307065573	818001.8970021163	824.0460128235302	1.0947530183859726	1.1984841712651977	679051.8312503577	841.2429266829773	1.5042706085807822	2.262830063839997	707689.6616941412	840.0338397487517	703.0544982302016	1.392461	24.345964	0.1005822240999976	0.0508501238923292	0.0578908592	0.0774772991	0.0094004101	-0.0877639111	-0.0006389668	-0.1366762389	0.0846608478	-0.0933710194	0.0485413939	0.0769474466	-0.0289802055	0.0312601058	0.0364251549	0.0901375557	-0.2156198076	-0.0129699573	-0.0876191877	0.0152904228	-0.0465898712	0.02549833	-0.0449578573	0.0062576577	0.1601094634	0.0719236098	0.1320256843	-0.0796153606	-0.0346156293	-0.0297385395	0.1614246742	0.1768487275	0.1786793367	-0.0099168341	-0.0275244588	0.0013428076	-0.1268854644	0.1000880572	-0.0649392434	0.0700759217	-0.0078177983	-0.0269815819	-0.0312296511	0.0796860172	-0.1241844672	-0.1110731571	0.0752950773	-0.0867579531	-0.0188860822	-0.1119119618	0.106736002	-0.1105338209	0.1173115701	0.065749099	0.0071131339	0.2397186684	0.0536190015	-0.0238511682	0.0125550575	-0.1823026338	0.005117192	-0.0996384278	0.013161072	-0.168410316	-0.0578874028	-0.0502336117	0.0710212074	0.0450373093	-0.1218359143	0.2525729667	-0.1701648093	-0.0372120591	0.0691072447	0.010019185	0.1513090334	-0.0231648402	0.0182487578	0.1291815922	-0.1962942771	-0.0998310807	-0.1188365003	-0.0417272458	0.1479655889	0.1242038795	0.0246054091712437	0.005970803735039	3.5650497242355695e-05	0.0006054261604843	0.0133810099544433	0.0351344694854702	0.0001790514274009	0.0012344309460254	-0.0915761573571813	0.0213634882221498	0.0083861925963072	0.0004563986290179	0.0001260275955296	7.61977959299996e-07	1.588295483497245e-08	5.806104104589864e-13	7.695493755432992e-05	-0.0004299795930508	5.922062413990817e-09	1.8488245044019184e-07	-0.0007160050395752	0.0003315276821366	1.0991060402286649e-07	5.126632166970837e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903.3239135753586	-1.110659515540192	1.2335645594599738	815994.0928371019	826.0797832681121	2.0337704445819327	4.136222221254992	682407.8083242911	840.0535471891598	-1.1893794938175688	1.414623580313736	705689.9621450899	838.5841817855835	715.7546628869098	1.455572	25.4494	0.0421589623417062	0.024656994307114	0.0045343673	0.0050894246	0.2253337746	0.0397603458	0.1517430874	0.1490466248	0.0857714781	0.1126718013	-0.1226147999	0.0995993402	0.0111461868	-0.0307185171	-0.2681915268	0.1350087457	-0.1099078299	-0.0708056802	0.0223457077	0.0589877696	-0.060332983	0.0967050973	0.2908355919	-0.0711727822	0.0393369836	-0.0196541739	0.0599396807	-0.1094755465	0.0162524437	0.0831798482	-0.2108522956	0.1075601408	0.2976985889	-0.0341282229	-0.0436782224	-0.0379986291	-0.0483260783	0.144220095	-0.0248676317	-0.0510403257	-0.1396384027	0.0699914318	-0.3008872394	-0.1178567623	-0.0016994082	-0.0146848046	0.0187859273	-0.141466067	0.1128404356	-0.0980928559	-0.0136481867	-0.0127118334	-0.2391090265	0.1347967057	0.1503931989	0.069742549	-0.0860285908	0.0052607835	0.0731610602	0.0396223372	0.10813168	-0.0950254127	-0.0124677583	-0.2689508081	-0.1187345544	0.0808866426	-0.0561920926	0.1339240058	-0.1273778629	0.0152559094	0.0933934046	-0.1152081216	-0.1138075003	0.0309442804	-0.0441447245	0.0952745979	0.2297834974	0.0337799312	-0.1718261282	0.101843501	-0.0886384929	-0.087968694	0.1459432408	0.1165920251	0.024774868828544	0.0001694596573002	2.8716575452334373e-08	0.0006137941254715	0.0133812147835072	2.0482906390104086e-07	0.0001790569090823	4.195494541857667e-14	-0.0747838695155422	0.0167922878416391	0.0055926271397176	0.0002819809309564	-0.0002150304650898	-0.0003410580606194	4.62381009167357e-08	1.1632060071346632e-07	-8.592297041642993e-05	-0.0001628779079707	7.382756845182694e-09	2.652921290493132e-08	-0.0007160092712591	-4.2316838999925666e-09	1.7907148629456297e-17	5.126692765289874e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
